zip,url,price_chf,rooms,area_m2,canton
2502,https://www.homegate.ch/acheter/4002635527,800000.0,3.5,103.0,BE
2502,https://www.homegate.ch/acheter/4002451968,1470000.0,9.5,333.0,BE
2502,https://www.homegate.ch/acheter/4002630077,1150000.0,7.5,150.0,BE
2502,https://www.homegate.ch/acheter/4002461473,990000.0,5.5,123.0,BE
2502,https://www.homegate.ch/acheter/4002513584,3550000.0,,,BE
2502,https://www.homegate.ch/acheter/4002751324,4280000.0,33.0,727.0,BE
2502,https://www.homegate.ch/acheter/4002748026,1250000.0,4.5,160.0,BE
2502,https://www.homegate.ch/acheter/4002748024,1250000.0,4.5,160.0,BE
2502,https://www.homegate.ch/acheter/4002718415,1790000.0,5.5,206.0,BE
2502,https://www.homegate.ch/acheter/4002101720,,7.5,377.0,BE
2502,https://www.homegate.ch/acheter/4002602489,426000.0,4.5,87.0,BE
2502,https://www.homegate.ch/acheter/4002705755,595000.0,3.0,79.0,BE
2502,https://www.homegate.ch/acheter/4002602487,286000.0,2.5,50.0,BE
2502,https://www.homegate.ch/acheter/4002602376,356000.0,3.5,68.0,BE
2502,https://www.homegate.ch/acheter/4002734392,460000.0,2.5,57.0,BE
2502,https://www.homegate.ch/acheter/4002729206,,,,BE
2503,https://www.homegate.ch/acheter/4002753397,1150000.0,8.5,166.0,BE
2503,https://www.homegate.ch/acheter/4002564323,530000.0,3.5,85.0,BE
2503,https://www.homegate.ch/acheter/4002564322,530000.0,3.5,85.0,BE
2503,https://www.homegate.ch/acheter/4002552053,470000.0,3.0,78.0,BE
2503,https://www.homegate.ch/acheter/4002707665,355000.0,4.0,73.0,BE
2503,https://www.homegate.ch/acheter/4002069213,9000000.0,,,BE
2503,https://www.homegate.ch/acheter/4002691126,345000.0,3.0,,BE
2503,https://www.homegate.ch/acheter/4002545594,395000.0,3.5,79.0,BE
2503,https://www.homegate.ch/acheter/4002545592,395000.0,3.5,79.0,BE
2503,https://www.homegate.ch/acheter/4002485475,660000.0,4.5,100.0,BE
2503,https://www.homegate.ch/acheter/4002547550,420000.0,2.5,46.0,BE
2503,https://www.homegate.ch/acheter/4002534332,930000.0,4.5,135.0,BE
2503,https://www.homegate.ch/acheter/4002534329,940000.0,4.5,131.0,BE
2503,https://www.homegate.ch/acheter/4002513903,696000.0,4.5,118.0,BE
2503,https://www.homegate.ch/acheter/4002711941,679000.0,3.5,70.0,BE
2503,https://www.homegate.ch/acheter/4002690614,795000.0,5.5,130.0,BE
2503,https://www.homegate.ch/acheter/4002721551,1590000.0,12.0,250.0,BE
2503,https://www.homegate.ch/acheter/4002705494,1490000.0,5.5,156.0,BE
2503,https://www.homegate.ch/acheter/4002534327,1870000.0,9.0,266.0,BE
2503,https://www.homegate.ch/acheter/4002747530,770000.0,4.5,,BE
2504,https://www.homegate.ch/acheter/4002753350,780000.0,4.5,115.0,BE
2504,https://www.homegate.ch/acheter/4002524525,1395000.0,9.5,327.0,BE
2504,https://www.homegate.ch/acheter/4002691596,888000.0,3.5,115.0,BE
2504,https://www.homegate.ch/acheter/4002659064,1075000.0,4.5,113.0,BE
2504,https://www.homegate.ch/acheter/4002545593,1395000.0,9.5,327.0,BE
2504,https://www.homegate.ch/acheter/4002545591,1395000.0,9.5,327.0,BE
2504,https://www.homegate.ch/acheter/4002137128,885000.0,4.5,116.0,BE
2504,https://www.homegate.ch/acheter/4002190692,1335000.0,8.0,230.0,BE
2504,https://www.homegate.ch/acheter/4002747521,690000.0,4.5,118.0,BE
2504,https://www.homegate.ch/acheter/4002740780,850000.0,4.5,145.0,BE
2504,https://www.homegate.ch/acheter/4002466495,,3.5,110.0,BE
2504,https://www.homegate.ch/acheter/4002728301,630000.0,4.5,113.0,BE
2504,https://www.homegate.ch/acheter/4002729211,2900000.0,17.5,470.0,BE
2504,https://www.homegate.ch/acheter/4002543415,550000.0,2.5,96.0,BE
2504,https://www.homegate.ch/acheter/4002661344,360000.0,2.5,65.0,BE
2504,https://www.homegate.ch/acheter/4002656286,1700000.0,12.0,284.0,BE
2504,https://www.homegate.ch/acheter/4002657504,449000.0,3.5,73.0,BE
2504,https://www.homegate.ch/acheter/4002470032,1390000.0,3.5,265.0,BE
2504,https://www.homegate.ch/acheter/4002405613,630000.0,3.5,105.0,BE
2505,https://www.homegate.ch/acheter/4002695766,1250000.0,3.5,129.0,BE
2505,https://www.homegate.ch/acheter/4002608277,,7.5,238.0,BE
2512,https://www.homegate.ch/acheter/4002361828,1800000.0,4.5,171.0,BE
2512,https://www.homegate.ch/acheter/4002361826,2200000.0,4.5,165.0,BE
2512,https://www.homegate.ch/acheter/4001160717,2950000.0,5.5,198.0,BE
2512,https://www.homegate.ch/acheter/4002468866,,3.5,138.0,BE
2512,https://www.homegate.ch/acheter/4002667657,3200000.0,,,BE
2512,https://www.homegate.ch/acheter/4002470042,795000.0,5.5,156.0,BE
2513,https://www.homegate.ch/acheter/4002603786,775000.0,3.5,150.0,BE
2513,https://www.homegate.ch/acheter/4002576585,825000.0,6.5,162.0,BE
2513,https://www.homegate.ch/acheter/4002731006,2900000.0,5.5,190.0,BE
2513,https://www.homegate.ch/acheter/4002470056,1225000.0,4.5,158.0,BE
2513,https://www.homegate.ch/acheter/4002578246,,15.0,520.0,BE
2513,https://www.homegate.ch/acheter/4002672926,675000.0,4.5,189.0,BE
2514,https://www.homegate.ch/acheter/4002753380,1490000.0,5.5,180.0,BE
2514,https://www.homegate.ch/acheter/4002611158,2200000.0,11.0,410.0,BE
2516,https://www.homegate.ch/acheter/4002464942,945000.0,5.0,124.0,BE
2516,https://www.homegate.ch/acheter/4002705102,565000.0,12.0,213.0,BE
2516,https://www.homegate.ch/acheter/4002728907,675000.0,5.5,168.0,BE
2516,https://www.homegate.ch/acheter/4002105618,575000.0,10.0,,BE
2517,https://www.homegate.ch/acheter/4002663467,890000.0,195.0,,BE
2517,https://www.homegate.ch/acheter/4002672834,780000.0,7.0,,BE
2532,https://www.homegate.ch/acheter/4002682389,990000.0,6.5,,BE
2532,https://www.homegate.ch/acheter/4002568158,690000.0,3.5,95.0,BE
2532,https://www.homegate.ch/acheter/4002555956,,5.5,175.0,BE
2532,https://www.homegate.ch/acheter/4002698211,890000.0,4.5,105.0,BE
2533,https://www.homegate.ch/acheter/4002284429,1480000.0,8.5,197.0,BE
2533,https://www.homegate.ch/acheter/4002155614,715000.0,4.5,,BE
2533,https://www.homegate.ch/acheter/4002751660,580000.0,4.5,100.0,BE
2533,https://www.homegate.ch/acheter/4002590121,1950000.0,10.0,323.0,BE
2533,https://www.homegate.ch/acheter/4002751311,1600000.0,5.5,162.0,BE
2533,https://www.homegate.ch/acheter/4002381590,1250000.0,10.5,338.0,BE
2533,https://www.homegate.ch/acheter/4002732659,930000.0,5.5,110.0,BE
2533,https://www.homegate.ch/acheter/4002577986,990000.0,3.5,,BE
2534,https://www.homegate.ch/acheter/4002470046,1295000.0,8.5,500.0,BE
2534,https://www.homegate.ch/acheter/4002706556,595000.0,5.5,195.0,BE
2534,https://www.homegate.ch/acheter/4002066310,545000.0,3.5,101.0,BE
2534,https://www.homegate.ch/acheter/4001261940,470000.0,3.5,76.0,BE
2534,https://www.homegate.ch/acheter/4001261576,690000.0,4.5,125.0,BE
2535,https://www.homegate.ch/acheter/4002744844,1600000.0,9.0,380.0,BE
2536,https://www.homegate.ch/acheter/4002587877,545000.0,3.0,,BE
2536,https://www.homegate.ch/acheter/4002586535,545000.0,3.0,,BE
2536,https://www.homegate.ch/acheter/4002687747,730000.0,6.5,253.0,BE
2536,https://www.homegate.ch/acheter/4002747391,505000.0,4.5,76.0,BE
2536,https://www.homegate.ch/acheter/4002605227,360000.0,3.0,75.0,BE
2537,https://www.homegate.ch/acheter/4002689798,1500000.0,3.5,200.0,BE
2542,https://www.homegate.ch/acheter/4002640848,,610.0,,BE
2542,https://www.homegate.ch/acheter/4002738321,1988000.0,6.5,196.0,BE
2542,https://www.homegate.ch/acheter/4002683421,697500.0,3.5,75.0,BE
2542,https://www.homegate.ch/acheter/4002591729,695000.0,7.0,,BE
2542,https://www.homegate.ch/acheter/4002541576,680000.0,5.5,130.0,BE
2542,https://www.homegate.ch/acheter/4002704699,2280000.0,7.0,196.0,BE
2542,https://www.homegate.ch/acheter/4002682834,1050000.0,6.5,210.0,BE
2542,https://www.homegate.ch/acheter/4002584944,390000.0,3.5,70.0,BE
2542,https://www.homegate.ch/acheter/4002510748,660000.0,5.0,100.0,BE
2542,https://www.homegate.ch/acheter/4002664959,1500000.0,6.5,215.0,BE
2542,https://www.homegate.ch/acheter/4002668873,1125000.0,6.0,176.0,BE
2542,https://www.homegate.ch/acheter/4002268720,495000.0,4.5,93.0,BE
2542,https://www.homegate.ch/acheter/4002471709,580000.0,4.5,145.0,BE
2542,https://www.homegate.ch/acheter/4002667224,830000.0,5.5,150.0,BE
2542,https://www.homegate.ch/acheter/4002581832,495000.0,4.5,100.0,BE
2552,https://www.homegate.ch/acheter/4002723019,1590000.0,9.0,203.0,BE
2552,https://www.homegate.ch/acheter/4002711655,495000.0,3.5,88.0,BE
2552,https://www.homegate.ch/acheter/4001961350,,6.0,235.0,BE
2552,https://www.homegate.ch/acheter/4001961341,,8.0,303.0,BE
2552,https://www.homegate.ch/acheter/4002732823,,5.5,130.0,BE
2552,https://www.homegate.ch/acheter/4002724069,550000.0,,,BE
2552,https://www.homegate.ch/acheter/4002635401,995000.0,5.5,138.0,BE
2552,https://www.homegate.ch/acheter/4002732313,1240000.0,4.5,152.0,BE
2553,https://www.homegate.ch/acheter/4001955974,1110000.0,4.5,116.0,BE
2553,https://www.homegate.ch/acheter/4002527497,,4.5,119.0,BE
2553,https://www.homegate.ch/acheter/4002711656,1090000.0,6.5,167.0,BE
2553,https://www.homegate.ch/acheter/4002685206,1670700.0,10.0,220.0,BE
2553,https://www.homegate.ch/acheter/4002591097,2490000.0,6.5,225.0,BE
2553,https://www.homegate.ch/acheter/4002752889,,7.5,310.0,BE
2553,https://www.homegate.ch/acheter/4002686600,480000.0,4.5,98.0,BE
2553,https://www.homegate.ch/acheter/4002593580,545000.0,5.0,104.0,BE
2553,https://www.homegate.ch/acheter/4002667611,950000.0,5.0,140.0,BE
2554,https://www.homegate.ch/acheter/4002744269,1195000.0,6.5,171.0,BE
2554,https://www.homegate.ch/acheter/4002705582,940000.0,4.5,120.0,BE
2554,https://www.homegate.ch/acheter/4002611372,1295000.0,8.5,333.0,BE
2554,https://www.homegate.ch/acheter/4002611366,1295000.0,8.5,333.0,BE
2554,https://www.homegate.ch/acheter/4002714616,,5.5,198.0,BE
2554,https://www.homegate.ch/acheter/4002711654,590000.0,5.5,125.0,BE
2554,https://www.homegate.ch/acheter/4002625179,495000.0,2.5,93.0,BE
2554,https://www.homegate.ch/acheter/4002625178,665000.0,4.5,136.0,BE
2554,https://www.homegate.ch/acheter/4002480065,645000.0,4.5,130.0,BE
2554,https://www.homegate.ch/acheter/4002688058,1400000.0,,,BE
2555,https://www.homegate.ch/acheter/4002591177,2750000.0,6.0,229.0,BE
2555,https://www.homegate.ch/acheter/4002591184,875000.0,4.5,112.0,BE
2555,https://www.homegate.ch/acheter/4002591183,865000.0,4.5,112.0,BE
2555,https://www.homegate.ch/acheter/4002591178,1160000.0,3.5,117.0,BE
2555,https://www.homegate.ch/acheter/4002591175,1025000.0,3.5,117.0,BE
2555,https://www.homegate.ch/acheter/4002591169,875000.0,3.5,117.0,BE
2555,https://www.homegate.ch/acheter/4002591167,855000.0,3.5,117.0,BE
2555,https://www.homegate.ch/acheter/4002591166,1180000.0,4.5,112.0,BE
2555,https://www.homegate.ch/acheter/4002751415,1200000.0,4.5,125.0,BE
2555,https://www.homegate.ch/acheter/4002682855,695000.0,4.5,103.0,BE
2555,https://www.homegate.ch/acheter/4002706555,760000.0,3.5,75.0,BE
2555,https://www.homegate.ch/acheter/4002678257,489000.0,3.5,86.0,BE
2555,https://www.homegate.ch/acheter/4002717678,760000.0,6.5,131.0,BE
2555,https://www.homegate.ch/acheter/4002738536,760000.0,6.0,150.0,BE
2555,https://www.homegate.ch/acheter/4002737384,760000.0,6.0,144.0,BE
2556,https://www.homegate.ch/acheter/4002710743,1080000.0,5.5,150.0,BE
2556,https://www.homegate.ch/acheter/4002604157,1190000.0,8.0,220.0,BE
2556,https://www.homegate.ch/acheter/4001924152,1680000.0,9.0,270.0,BE
2556,https://www.homegate.ch/acheter/4002551969,939000.0,5.5,138.0,BE
2556,https://www.homegate.ch/acheter/4002551949,982000.0,5.5,138.0,BE
2557,https://www.homegate.ch/acheter/4002741281,2700000.0,13.0,400.0,BE
2557,https://www.homegate.ch/acheter/4002744462,675000.0,4.5,118.0,BE
2557,https://www.homegate.ch/acheter/4002744427,729000.0,4.5,,BE
2557,https://www.homegate.ch/acheter/4002747238,850000.0,4.5,,BE
2557,https://www.homegate.ch/acheter/4002317465,,4.5,105.0,BE
2557,https://www.homegate.ch/acheter/4002436335,980000.0,4.5,118.0,BE
2557,https://www.homegate.ch/acheter/4002746951,1000000.0,5.5,120.0,BE
2557,https://www.homegate.ch/acheter/4002741214,3600000.0,29.0,850.0,BE
2557,https://www.homegate.ch/acheter/4002691174,,5.5,,BE
2557,https://www.homegate.ch/acheter/4000964270,1295000.0,4.5,131.0,BE
2557,https://www.homegate.ch/acheter/4002724376,677000.0,4.5,128.0,BE
2557,https://www.homegate.ch/acheter/4002529827,820000.0,4.5,120.0,BE
2557,https://www.homegate.ch/acheter/4002529825,777000.0,4.5,114.0,BE
2557,https://www.homegate.ch/acheter/4002529823,750000.0,4.5,105.0,BE
2557,https://www.homegate.ch/acheter/4002529822,890000.0,4.5,127.0,BE
2557,https://www.homegate.ch/acheter/4002529816,1390000.0,5.5,185.0,BE
2557,https://www.homegate.ch/acheter/4001665367,372000.0,4.5,105.0,BE
2557,https://www.homegate.ch/acheter/4001148143,375000.0,4.5,105.0,BE
2557,https://www.homegate.ch/acheter/4002744452,1386000.0,5.5,160.0,BE
2557,https://www.homegate.ch/acheter/4002588470,1790000.0,5.5,192.0,BE
2558,https://www.homegate.ch/acheter/4001213536,990000.0,4.5,,BE
2558,https://www.homegate.ch/acheter/4002685446,628500.0,2.5,82.0,BE
2558,https://www.homegate.ch/acheter/4002611741,590000.0,4.5,,BE
2558,https://www.homegate.ch/acheter/4002592606,715000.0,4.5,136.0,BE
2558,https://www.homegate.ch/acheter/4002740722,699000.0,4.5,135.0,BE
2558,https://www.homegate.ch/acheter/4002474079,1250000.0,6.0,185.0,BE
2558,https://www.homegate.ch/acheter/4002689059,489500.0,2.5,61.0,BE
2558,https://www.homegate.ch/acheter/4002685447,916500.0,3.5,125.0,BE
2558,https://www.homegate.ch/acheter/4002685445,548500.0,2.5,61.0,BE
2558,https://www.homegate.ch/acheter/4002685444,829500.0,4.5,91.0,BE
2558,https://www.homegate.ch/acheter/4002685443,718500.0,4.5,91.0,BE
2558,https://www.homegate.ch/acheter/4002580469,498500.0,2.5,61.0,BE
2558,https://www.homegate.ch/acheter/4002565604,950000.0,6.0,,BE
2558,https://www.homegate.ch/acheter/4002580464,778500.0,4.5,91.0,BE
2558,https://www.homegate.ch/acheter/4002694391,420000.0,2.5,,BE
2558,https://www.homegate.ch/acheter/4002096884,775000.0,4.5,136.0,BE
2558,https://www.homegate.ch/acheter/4002653827,990000.0,5.5,166.0,BE
2560,https://www.homegate.ch/acheter/4002753693,1195000.0,4.5,121.0,BE
2560,https://www.homegate.ch/acheter/4001837411,630000.0,2.5,83.0,BE
2560,https://www.homegate.ch/acheter/4001837370,1190000.0,4.5,160.0,BE
2560,https://www.homegate.ch/acheter/4001837207,770000.0,2.5,96.0,BE
2560,https://www.homegate.ch/acheter/4002675478,1290000.0,5.5,192.0,BE
2560,https://www.homegate.ch/acheter/4001923189,,7.0,257.0,BE
2560,https://www.homegate.ch/acheter/4002728605,1600000.0,5.5,146.0,BE
2560,https://www.homegate.ch/acheter/4002728617,1400000.0,4.5,135.0,BE
2562,https://www.homegate.ch/acheter/4002591171,1290000.0,3.5,138.0,BE
2562,https://www.homegate.ch/acheter/4002709499,,3.0,197.0,BE
2562,https://www.homegate.ch/acheter/4002667920,,7.0,195.0,BE
2562,https://www.homegate.ch/acheter/4002620814,1250000.0,6.5,233.0,BE
2562,https://www.homegate.ch/acheter/4002591017,525000.0,4.5,85.0,BE
2562,https://www.homegate.ch/acheter/4002737858,655000.0,2.5,62.0,BE
2562,https://www.homegate.ch/acheter/4002732317,1250000.0,5.5,198.0,BE
2562,https://www.homegate.ch/acheter/4002495491,650000.0,4.5,,BE
2563,https://www.homegate.ch/acheter/4002493206,227000.0,2.5,,BE
2563,https://www.homegate.ch/acheter/4002483795,1300000.0,5.5,130.0,BE
2563,https://www.homegate.ch/acheter/4002706852,1200000.0,5.5,136.0,BE
2563,https://www.homegate.ch/acheter/4002528244,395000.0,3.5,77.0,BE
2563,https://www.homegate.ch/acheter/4002667769,524000.0,3.5,80.0,BE
2563,https://www.homegate.ch/acheter/4002614915,317000.0,2.5,,BE
2563,https://www.homegate.ch/acheter/4002716113,900000.0,6.5,150.0,BE
2564,https://www.homegate.ch/acheter/4002697942,2150000.0,7.5,269.0,BE
2564,https://www.homegate.ch/acheter/4002703263,1250000.0,5.5,135.0,BE
2564,https://www.homegate.ch/acheter/4002587945,895000.0,4.5,125.0,BE
2564,https://www.homegate.ch/acheter/4002572889,1100000.0,105.0,,BE
2564,https://www.homegate.ch/acheter/4002716387,,7.5,269.0,BE
2564,https://www.homegate.ch/acheter/4002700662,,7.5,269.0,BE
2564,https://www.homegate.ch/acheter/4002721450,,7.5,269.0,BE
2565,https://www.homegate.ch/acheter/4002602277,790000.0,5.5,126.0,BE
2565,https://www.homegate.ch/acheter/4002717381,890000.0,5.5,,BE
2565,https://www.homegate.ch/acheter/4002671754,1289000.0,7.5,178.0,BE
2572,https://www.homegate.ch/acheter/4002666101,2180000.0,5.5,212.0,BE
2572,https://www.homegate.ch/acheter/4002703265,850000.0,5.5,120.0,BE
2572,https://www.homegate.ch/acheter/4002715348,1100000.0,6.5,140.0,BE
2572,https://www.homegate.ch/acheter/4002664433,680000.0,4.5,110.0,BE
2572,https://www.homegate.ch/acheter/4002478601,1025000.0,5.5,160.0,BE
2572,https://www.homegate.ch/acheter/4002728604,1780000.0,6.5,,BE
2572,https://www.homegate.ch/acheter/4002707301,630000.0,4.5,98.0,BE
2575,https://www.homegate.ch/acheter/4002603802,1200000.0,5.5,172.0,BE
2575,https://www.homegate.ch/acheter/4002603801,1150000.0,5.5,172.0,BE
2575,https://www.homegate.ch/acheter/4002603798,980000.0,3.5,129.0,BE
2575,https://www.homegate.ch/acheter/4002603797,1050000.0,4.5,158.0,BE
2575,https://www.homegate.ch/acheter/4002603796,930000.0,3.5,133.0,BE
2575,https://www.homegate.ch/acheter/4002741036,1600000.0,8.0,210.0,BE
2575,https://www.homegate.ch/acheter/4001824021,1700000.0,5.5,269.0,BE
2575,https://www.homegate.ch/acheter/4002727508,1800000.0,5.5,290.0,BE
2575,https://www.homegate.ch/acheter/4002746159,490000.0,2.5,64.0,BE
2575,https://www.homegate.ch/acheter/4002519576,980000.0,5.0,203.0,BE
2575,https://www.homegate.ch/acheter/4002692947,895000.0,3.5,125.0,BE
2575,https://www.homegate.ch/acheter/4002634174,,4.5,133.0,BE
2575,https://www.homegate.ch/acheter/4002607824,7900000.0,,,BE
2576,https://www.homegate.ch/acheter/4002634225,,6.5,231.0,BE
2576,https://www.homegate.ch/acheter/4002720996,530000.0,3.5,,BE
2576,https://www.homegate.ch/acheter/4002558641,,879.0,,BE
2576,https://www.homegate.ch/acheter/4002691199,589000.0,2.5,90.0,BE
2576,https://www.homegate.ch/acheter/4002731355,,3.5,160.0,BE
2576,https://www.homegate.ch/acheter/4002731351,,6.5,196.0,BE
2576,https://www.homegate.ch/acheter/4002731342,,5.5,146.0,BE
2576,https://www.homegate.ch/acheter/4002731332,,4.5,141.0,BE
2576,https://www.homegate.ch/acheter/4002731305,,2.5,94.0,BE
2577,https://www.homegate.ch/acheter/4002612177,545000.0,3.5,110.0,BE
2577,https://www.homegate.ch/acheter/4002645701,565000.0,13.0,208.0,BE
2577,https://www.homegate.ch/acheter/4002470057,1250000.0,7.0,231.0,BE
2577,https://www.homegate.ch/acheter/4002470036,575000.0,6.0,98.0,BE
2577,https://www.homegate.ch/acheter/4002718413,1050000.0,5.0,,BE
2577,https://www.homegate.ch/acheter/3003347043,,368.0,,BE
2577,https://www.homegate.ch/acheter/4002524394,879000.0,5.5,153.0,BE
2577,https://www.homegate.ch/acheter/4002524393,963000.0,5.5,153.0,BE
2577,https://www.homegate.ch/acheter/4002524388,842000.0,5.5,153.0,BE
2577,https://www.homegate.ch/acheter/4002524384,839000.0,5.5,153.0,BE
2577,https://www.homegate.ch/acheter/4002261051,510000.0,3.5,96.0,BE
2603,https://www.homegate.ch/acheter/4002746212,530000.0,5.5,140.0,BE
2603,https://www.homegate.ch/acheter/4002467726,1500000.0,,,BE
2603,https://www.homegate.ch/acheter/4001641811,880000.0,5.5,138.0,BE
2603,https://www.homegate.ch/acheter/4002559480,740000.0,6.0,260.0,BE
2604,https://www.homegate.ch/acheter/4002744845,960000.0,4.5,188.0,BE
2604,https://www.homegate.ch/acheter/4002602473,426000.0,4.5,87.0,BE
2604,https://www.homegate.ch/acheter/4002602454,286000.0,2.5,50.0,BE
2604,https://www.homegate.ch/acheter/4002602353,356000.0,3.5,68.0,BE
2605,https://www.homegate.ch/acheter/4002738778,,7.5,274.0,BE
2605,https://www.homegate.ch/acheter/4002602502,426000.0,4.5,87.0,BE
2605,https://www.homegate.ch/acheter/4002650627,286000.0,2.5,50.0,BE
2605,https://www.homegate.ch/acheter/4002602374,356000.0,3.5,68.0,BE
2605,https://www.homegate.ch/acheter/4002537141,699000.0,5.5,,BE
2605,https://www.homegate.ch/acheter/4002642494,695000.0,3.5,87.0,BE
2605,https://www.homegate.ch/acheter/4002642493,595000.0,4.5,100.0,BE
2605,https://www.homegate.ch/acheter/4002642492,275000.0,2.5,48.0,BE
2605,https://www.homegate.ch/acheter/4002642491,595000.0,4.5,100.0,BE
2605,https://www.homegate.ch/acheter/4002536877,360000.0,4.0,,BE
2605,https://www.homegate.ch/acheter/4002444428,,8.0,,BE
2605,https://www.homegate.ch/acheter/4002511333,690000.0,4.5,,BE
2605,https://www.homegate.ch/acheter/4002687657,560000.0,4.5,,BE
2606,https://www.homegate.ch/acheter/4002374176,495000.0,4.5,180.0,BE
2606,https://www.homegate.ch/acheter/4002692528,16300000.0,,,BE
2606,https://www.homegate.ch/acheter/4002473998,,12.0,2022.0,BE
2606,https://www.homegate.ch/acheter/4002466494,1690000.0,7.5,235.0,BE
2606,https://www.homegate.ch/acheter/4002466493,1450000.0,5.5,248.0,BE
2606,https://www.homegate.ch/acheter/4002376360,1080000.0,10.0,365.0,BE
2606,https://www.homegate.ch/acheter/4002602381,426000.0,4.5,87.0,BE
2606,https://www.homegate.ch/acheter/4002650147,286000.0,2.5,50.0,BE
2606,https://www.homegate.ch/acheter/4002602407,356000.0,3.5,68.0,BE
2606,https://www.homegate.ch/acheter/4002446084,,4.5,,BE
2606,https://www.homegate.ch/acheter/4002641556,1150000.0,6.0,200.0,BE
2607,https://www.homegate.ch/acheter/4002436798,480000.0,9.0,,BE
2607,https://www.homegate.ch/acheter/4001689069,950000.0,5.5,158.0,BE
2607,https://www.homegate.ch/acheter/4002558563,540000.0,,,BE
2608,https://www.homegate.ch/acheter/4002667848,510000.0,4.5,107.0,BE
2608,https://www.homegate.ch/acheter/4002667811,500000.0,3.5,87.0,BE
2710,https://www.homegate.ch/acheter/4002092004,540000.0,5.5,113.0,BE
2710,https://www.homegate.ch/acheter/4002495637,685000.0,5.5,137.0,BE
2710,https://www.homegate.ch/acheter/4001864307,1250000.0,9.0,325.0,BE
2710,https://www.homegate.ch/acheter/4002602399,426000.0,4.5,87.0,BE
2710,https://www.homegate.ch/acheter/4002240655,,4.5,105.0,BE
2710,https://www.homegate.ch/acheter/4002602447,356000.0,3.5,68.0,BE
2710,https://www.homegate.ch/acheter/4002602394,286000.0,2.5,50.0,BE
2710,https://www.homegate.ch/acheter/4002223278,420000.0,4.5,97.0,BE
2732,https://www.homegate.ch/acheter/4002139053,760000.0,7.0,250.0,BE
2732,https://www.homegate.ch/acheter/4002464840,4217000.0,,,BE
2732,https://www.homegate.ch/acheter/4002750580,840000.0,7.0,155.0,BE
2732,https://www.homegate.ch/acheter/4002744298,580000.0,4.5,144.0,BE
2732,https://www.homegate.ch/acheter/4002730140,750000.0,6.5,243.0,BE
2732,https://www.homegate.ch/acheter/4002700207,,,,BE
2732,https://www.homegate.ch/acheter/4002751132,920000.0,5.5,200.0,BE
2732,https://www.homegate.ch/acheter/4002747755,,4.5,94.0,BE
2732,https://www.homegate.ch/acheter/4002321444,615000.0,3.5,87.0,BE
2732,https://www.homegate.ch/acheter/4001936499,895000.0,9.0,202.0,BE
2732,https://www.homegate.ch/acheter/4002602414,426000.0,4.5,87.0,BE
2732,https://www.homegate.ch/acheter/4002558674,1690000.0,8.0,,BE
2732,https://www.homegate.ch/acheter/4002373891,1100000.0,11.5,226.0,BE
2732,https://www.homegate.ch/acheter/4002602462,356000.0,3.5,68.0,BE
2732,https://www.homegate.ch/acheter/4002602410,286000.0,2.5,50.0,BE
2732,https://www.homegate.ch/acheter/4002470055,590000.0,4.5,89.0,BE
2732,https://www.homegate.ch/acheter/4002470054,615000.0,4.5,92.0,BE
2732,https://www.homegate.ch/acheter/4002470053,495000.0,4.5,89.0,BE
2732,https://www.homegate.ch/acheter/4002470052,510000.0,4.5,92.0,BE
2732,https://www.homegate.ch/acheter/4002470051,500000.0,4.5,92.0,BE
2733,https://www.homegate.ch/acheter/4001937000,450000.0,4.5,120.0,BE
2735,https://www.homegate.ch/acheter/4002711257,790000.0,7.5,151.0,BE
2735,https://www.homegate.ch/acheter/4002732757,890000.0,5.5,133.0,BE
2735,https://www.homegate.ch/acheter/4002727071,820000.0,9.5,240.0,BE
2735,https://www.homegate.ch/acheter/4001936998,429000.0,6.0,141.0,BE
2735,https://www.homegate.ch/acheter/4002695820,590000.0,6.5,153.0,BE
2735,https://www.homegate.ch/acheter/4002478602,740000.0,5.5,140.0,BE
2735,https://www.homegate.ch/acheter/4002371690,750000.0,5.5,164.0,BE
2735,https://www.homegate.ch/acheter/4002505153,580000.0,4.5,111.0,BE
2735,https://www.homegate.ch/acheter/4002569036,620000.0,7.0,164.0,BE
2735,https://www.homegate.ch/acheter/4002750859,,4.5,,BE
2735,https://www.homegate.ch/acheter/4001421507,750000.0,13.0,520.0,BE
2735,https://www.homegate.ch/acheter/4001248952,750000.0,13.0,520.0,BE
2736,https://www.homegate.ch/acheter/4002627751,895000.0,11.5,267.0,BE
2736,https://www.homegate.ch/acheter/4002627752,895000.0,11.5,267.0,BE
3004,https://www.homegate.ch/acheter/4002745856,,5.5,151.0,BE
3004,https://www.homegate.ch/acheter/4002726194,2500000.0,10.5,270.0,BE
3004,https://www.homegate.ch/acheter/4002726138,2500000.0,10.5,270.0,BE
3004,https://www.homegate.ch/acheter/4002703518,920000.0,4.5,104.0,BE
3005,https://www.homegate.ch/acheter/4002740741,835000.0,4.5,107.0,BE
3005,https://www.homegate.ch/acheter/4002284234,1655000.0,4.5,125.0,BE
3005,https://www.homegate.ch/acheter/4002604758,625000.0,2.5,68.0,BE
3006,https://www.homegate.ch/acheter/4002724400,780000.0,3.5,82.0,BE
3006,https://www.homegate.ch/acheter/4002709903,,482.0,,BE
3006,https://www.homegate.ch/acheter/4002714208,,8.5,550.0,BE
3007,https://www.homegate.ch/acheter/4002515993,,6.5,158.0,BE
