zip,locality,canton
3812,"Bönigen,Därligen,Gsteigwiler,Gündlischwand,Lauterbrunnen,Matten bei Interlaken,Saxeten,Wilderswil",BE
3813,"Aeschi bei Spiez,Därligen,Lauterbrunnen,Leissigen,Saxeten,Wilderswil",BE
3814,"Bönigen,Gsteigwiler,Gündlischwand,Matten bei Interlaken,Wilderswil",BE
3815,"Bönigen,Gsteigwiler,Gündlischwand,Iseltwald,Lauterbrunnen,Lütschental,Wilderswil",BE
3816,"Grindelwald,Gündlischwand,Lauterbrunnen,Lütschental",BE
3822,"Aeschi bei Spiez,Lauterbrunnen,Reichenbach im Kandertal,Saxeten,Wilderswil",BE
3825,Lauterbrunnen,BE
3826,"Lauterbrunnen,Reichenbach im Kandertal",BE
3852,"Brienzersee,Habkern,Niederried bei Interlaken,Ringgenberg (BE),Unterseen",BE
3853,"Brienzersee,Habkern,Niederried bei Interlaken,Oberried am Brienzersee,Ringgenberg (BE)",BE
3857,"Brienz (BE),Brienzwiler,Meiringen",BE
3858,"Brienz (BE),Brienzwiler,Hofstetten bei Brienz,Schwanden bei Brienz",BE
4537,"Attiswil,Oberbipp,Rumisberg,Walliswil bei Niederbipp,Walliswil bei Wangen,Wangen an der Aare,Wiedlisbach",BE
4538,"Bannwil,Niederbipp,Oberbipp,Rumisberg,Walliswil bei Niederbipp,Wiedlisbach",BE
4900,"Aarwangen,Bleienbach,Langenthal,Lotzwil,Roggwil (BE),Thunstetten",BE
4912,"Aarwangen,Bannwil,Graben,Langenthal,Roggwil (BE),Schwarzhäusern,Thunstetten,Wynau",BE
4913,"Aarwangen,Bannwil,Berken,Graben,Niederbipp,Oberbipp,Walliswil bei Niederbipp",BE
4919,"Gondiswil,Madiswil,Melchnau,Reisiswil",BE
4922,"Aarwangen,Bleienbach,Graben,Herzogenbuchsee,Langenthal,Thörigen,Thunstetten",BE
4924,"Busswil bei Melchnau,Langenthal,Lotzwil",BE
4932,"Bleienbach,Busswil bei Melchnau,Langenthal,Lotzwil,Madiswil,Rütschelen",BE
4933,"Bleienbach,Lotzwil,Madiswil,Ochlenberg,Rütschelen",BE
4934,"Auswil,Busswil bei Melchnau,Gondiswil,Lotzwil,Madiswil,Melchnau,Reisiswil,Rütschelen",BE
4935,"Madiswil,Ochlenberg,Rütschelen,Ursenbach",BE
4936,"Auswil,Madiswil,Rohrbach,Rohrbachgraben,Ursenbach",BE
4937,"Madiswil,Ochlenberg,Oeschenbach,Rohrbachgraben,Ursenbach,Walterswil (BE)",BE
4938,"Auswil,Dürrenroth,Huttwil,Madiswil,Rohrbach,Rohrbachgraben,Ursenbach,Walterswil (BE)",BE
4942,"Dürrenroth,Oeschenbach,Rohrbachgraben,Ursenbach,Walterswil (BE)",BE
4943,"Ochlenberg,Oeschenbach,Seeberg,Ursenbach,Walterswil (BE),Wynigen",BE
4944,"Auswil,Gondiswil,Huttwil,Madiswil,Rohrbach",BE
4953,"Dürrenroth,Huttwil,Rohrbachgraben,Wyssachen",BE
4954,"Dürrenroth,Eriswil,Huttwil,Sumiswald,Wyssachen",BE
6085,"Hasliberg,Meiringen",BE
1201,Genève,GE
1202,"Cologny,Genève,Le Grand-Saconnex,Pregny-Chambésy",GE
1203,"Genève,Vernier",GE
1204,Genève,GE
1205,"Carouge (GE),Genève",GE
1206,"Carouge (GE),Chêne-Bougeries,Genève,Veyrier",GE
1207,"Cologny,Genève",GE
1208,"Chêne-Bougeries,Cologny,Genève",GE
1209,"Genève,Le Grand-Saconnex,Vernier",GE
1212,"Carouge (GE),Confignon,Lancy,Onex,Plan-les-Ouates",GE
1213,"Bernex,Confignon,Genève,Lancy,Onex,Vernier",GE
1214,"Bernex,Meyrin,Satigny,Vernier",GE
1215,"Bellevue,Le Grand-Saconnex,Meyrin,Vernier",GE
1216,"Genève,Le Grand-Saconnex,Meyrin,Vernier",GE
1217,"Le Grand-Saconnex,Meyrin,Satigny,Vernier",GE
1218,"Bellevue,Genève,Le Grand-Saconnex,Meyrin,Pregny-Chambésy,Vernier",GE
1219,"Bernex,Genève,Lancy,Onex,Vernier",GE
1220,"Meyrin,Vernier",GE
1222,"Bellevue,Choulex,Collonge-Bellerive,Cologny,Corsier (GE),Meinier,Pregny-Chambésy",GE
1223,"Chêne-Bougeries,Collonge-Bellerive,Cologny,Genève,Pregny-Chambésy,Vandoeuvres",GE
1224,"Chêne-Bougeries,Chêne-Bourg,Cologny,Genève,Thônex,Vandoeuvres",GE
1225,"Chêne-Bougeries,Chêne-Bourg,Thônex,Vandoeuvres",GE
1226,"Chêne-Bougeries,Chêne-Bourg,Puplinge,Thônex,Vandoeuvres,Veyrier",GE
1227,"Carouge (GE),Genève,Lancy,Plan-les-Ouates,Veyrier",GE
1228,"Bardonnex,Confignon,Lancy,Perly-Certoux,Plan-les-Ouates",GE
1231,"Chêne-Bougeries,Genève,Thônex,Veyrier",GE
1232,"Bernex,Confignon,Onex,Perly-Certoux,Plan-les-Ouates",GE
1233,"Aire-la-Ville,Bernex,Cartigny,Confignon,Laconnex,Onex,Perly-Certoux,Satigny,Soral,Vernier",GE
1234,"Carouge (GE),Chêne-Bougeries,Genève,Lancy,Plan-les-Ouates,Troinex,Veyrier",GE
1236,"Aire-la-Ville,Avully,Avusy,Bernex,Cartigny,Laconnex,Russin",GE
1237,"Avully,Avusy,Cartigny,Chancy,Dardagny,Russin",GE
1239,"Bellevue,Collex-Bossy,Versoix",GE
1241,"Choulex,Presinge,Puplinge,Thônex",GE
1242,"Aire-la-Ville,Bernex,Dardagny,Meyrin,Russin,Satigny,Vernier",GE
1243,"Choulex,Jussy,Meinier,Presinge,Puplinge",GE
1244,"Choulex,Collonge-Bellerive,Cologny,Meinier,Presinge,Puplinge,Thônex,Vandoeuvres",GE
1245,"Bellevue,Collonge-Bellerive,Corsier (GE),Genthod",GE
1246,"Anières,Collonge-Bellerive,Corsier (GE),Gy,Meinier",GE
1247,"Anières,Corsier (GE)",GE
1248,"Anières,Hermance",GE
1251,"Corsier (GE),Gy,Jussy,Meinier",GE
1252,"Choulex,Collonge-Bellerive,Corsier (GE),Gy,Jussy,Meinier,Presinge",GE
1253,"Chêne-Bougeries,Chêne-Bourg,Choulex,Cologny,Thônex,Vandoeuvres",GE
1254,"Gy,Jussy,Meinier,Presinge",GE
1255,"Chêne-Bougeries,Troinex,Veyrier",GE
1256,"Bardonnex,Carouge (GE),Lancy,Plan-les-Ouates,Troinex,Veyrier",GE
1257,"Bardonnex,Plan-les-Ouates,Troinex",GE
1258,"Bardonnex,Bernex,Confignon,Perly-Certoux,Plan-les-Ouates",GE
1281,"Aire-la-Ville,Avully,Cartigny,Dardagny,Russin,Satigny",GE
1283,"Avully,Dardagny,Russin,Satigny",GE
1284,"Avully,Avusy,Chancy",GE
1285,"Avully,Avusy,Chancy,Laconnex,Soral",GE
1286,"Avusy,Bernex,Laconnex,Perly-Certoux,Soral",GE
1287,"Avusy,Bernex,Cartigny,Laconnex,Soral",GE
1288,"Aire-la-Ville,Bernex,Cartigny,Russin,Satigny",GE
1292,"Bellevue,Cologny,Genève,Le Grand-Saconnex,Pregny-Chambésy",GE
1293,"Bellevue,Collex-Bossy,Genthod,Le Grand-Saconnex,Pregny-Chambésy",GE
1294,"Bellevue,Collonge-Bellerive,Genthod",GE
7317,"Bad Ragaz,Pfäfers",SG
7320,"Mels,Sargans,Wartau",SG
7323,"Bad Ragaz,Mels,Vilters-Wangs",SG
7324,"Bad Ragaz,Mels,Vilters-Wangs",SG
7325,"Mels,Pfäfers,Vilters-Wangs",SG
8646,"Eschenbach (SG),Rapperswil-Jona",SG
8722,"Benken (SG),Ebnat-Kappel,Gommiswald,Kaltbrunn,Schänis,Uznach",SG
8723,"Amden,Benken (SG),Ebnat-Kappel,Kaltbrunn,Schänis,Weesen",SG
8725,"Eschenbach (SG),Gommiswald,Uznach",SG
8726,"Ebnat-Kappel,Eschenbach (SG),Gommiswald,Wattwil",SG
8727,"Eschenbach (SG),Gommiswald,Wattwil",SG
8732,"Eschenbach (SG),Schmerikon,Uznach",SG
8735,"Eschenbach (SG),Gommiswald,Uznach,Wattwil",SG
8737,"Gommiswald,Kaltbrunn,Uznach",SG
8738,"Ebnat-Kappel,Gommiswald,Kaltbrunn",SG
8739,"Ebnat-Kappel,Gommiswald,Kaltbrunn",SG
8880,"Flums,Quarten,Walenstadt",SG
8881,"Grabs,Quarten,Walenstadt,Wildhaus-Alt St. Johann",SG
8882,"Quarten,Walenstadt",SG
8883,Quarten,SG
8884,"Flums,Quarten",SG
8885,"Flums,Quarten,Walenstadt",SG
8886,"Flums,Mels",SG
8887,"Mels,Sargans,Vilters-Wangs",SG
8888,"Flums,Mels,Sargans,Wartau",SG
8889,"Flums,Mels",SG
8890,"Flums,Walenstadt",SG
8892,"Flums,Grabs,Sevelen,Walenstadt,Wartau",SG
8893,"Flums,Mels,Walenstadt,Wartau",SG
8894,"Flums,Mels",SG
8895,Flums,SG
8896,"Flums,Quarten,Walenstadt",SG
8898,"Flums,Quarten",SG
9000,"Gaiserwald,St. Gallen",SG
9008,"St. Gallen,Wittenbach",SG
9010,"Gaiserwald,St. Gallen,Wittenbach",SG
9030,"Gaiserwald,Gossau (SG),St. Gallen,Waldkirch",SG
9032,"Gaiserwald,St. Gallen,Waldkirch,Wittenbach",SG
9033,"Eggersriet,Goldach,Mörschwil,Rorschacherberg,St. Gallen,Untereggen",SG
9116,"Degersheim,Flawil,Lütisburg,Neckertal,Oberuzwil",SG
9122,"Bütschwil-Ganterschwil,Neckertal",SG
9123,"Bütschwil-Ganterschwil,Degersheim,Lütisburg,Neckertal",SG
9125,"Neckertal,Wattwil",SG
9126,Neckertal,SG
9127,Neckertal,SG
9203,"Flawil,Gossau (SG),Niederbüren,Oberbüren,Oberuzwil",SG
9204,"Andwil (SG),Gaiserwald,Gossau (SG),Waldkirch",SG
9212,"Andwil (SG),Gossau (SG),Niederbüren,Waldkirch",SG
9230,"Degersheim,Flawil,Gossau (SG),Oberbüren,Oberuzwil",SG
9240,"Flawil,Oberbüren,Oberuzwil,Uzwil",SG
9242,"Jonschwil,Oberuzwil,Uzwil",SG
9243,"Jonschwil,Kirchberg (SG),Lütisburg,Oberuzwil,Uzwil",SG
9244,"Oberbüren,Oberuzwil,Uzwil",SG
9245,"Niederbüren,Niederhelfenschwil,Oberbüren,Oberuzwil,Uzwil,Zuzwil (SG)",SG
9247,Uzwil,SG
9248,"Degersheim,Jonschwil,Oberuzwil",SG
9249,"Jonschwil,Oberuzwil,Uzwil,Wil (SG),Zuzwil (SG)",SG
9304,"Gaiserwald,Häggenschwil,Waldkirch,Wittenbach",SG
9400,"Bodensee (SG),Goldach,Rorschach,Rorschacherberg",SG
9402,"Berg (SG),Goldach,Mörschwil,Steinach,St. Gallen,Tübach,Untereggen,Wittenbach",SG
9423,"Bodensee (SG),Rheineck,Thal",SG
9435,"Au (SG),Balgach,Berneck,Widnau",SG
9443,"Au (SG),Balgach,Diepoldsau,Widnau",SG
9444,"Balgach,Diepoldsau,Oberriet (SG),Widnau",SG
9451,"Altstätten,Diepoldsau,Marbach (SG),Oberriet (SG),Rebstein",SG
9452,"Altstätten,Eichberg",SG
9462,"Altstätten,Oberriet (SG)",SG
9465,Sennwald,SG
9469,"Buchs (SG),Gams,Grabs,Sennwald",SG
9470,"Buchs (SG),Grabs,Sevelen",SG
9472,"Buchs (SG),Gams,Grabs,Sevelen,Walenstadt,Wildhaus-Alt St. Johann",SG
9473,"Buchs (SG),Gams,Grabs,Sennwald,Wildhaus-Alt St. Johann",SG
9475,"Buchs (SG),Grabs,Sevelen,Walenstadt,Wartau",SG
9476,"Sevelen,Wartau",SG
9477,"Sargans,Wartau",SG
9478,"Flums,Mels,Sargans,Walenstadt,Wartau",SG
9479,"Sevelen,Wartau",SG
9523,"Uzwil,Wil (SG),Zuzwil (SG)",SG
9601,"Bütschwil-Ganterschwil,Kirchberg (SG),Lütisburg,Mosnang",SG
9602,"Jonschwil,Kirchberg (SG),Lütisburg,Mosnang",SG
9604,"Bütschwil-Ganterschwil,Degersheim,Jonschwil,Kirchberg (SG),Lütisburg,Neckertal,Oberuzwil",SG
9606,"Bütschwil-Ganterschwil,Mosnang,Neckertal,Wattwil",SG
9607,"Bütschwil-Ganterschwil,Kirchberg (SG),Mosnang",SG
9608,"Bütschwil-Ganterschwil,Lütisburg,Neckertal",SG
9615,"Bütschwil-Ganterschwil,Lichtensteig,Mosnang,Neckertal,Wattwil",SG
9620,"Bütschwil-Ganterschwil,Lichtensteig,Neckertal,Wattwil",SG
9621,"Bütschwil-Ganterschwil,Lichtensteig,Neckertal",SG
9622,"Bütschwil-Ganterschwil,Mosnang,Wattwil",SG
9630,"Ebnat-Kappel,Eschenbach (SG),Lichtensteig,Mosnang,Neckertal,Wattwil",SG
9631,"Ebnat-Kappel,Wattwil",SG
9642,"Amden,Ebnat-Kappel,Gommiswald,Kaltbrunn,Neckertal,Nesslau,Schänis,Wattwil",SG
9643,"Ebnat-Kappel,Neckertal,Nesslau",SG
9650,"Amden,Ebnat-Kappel,Nesslau",SG
9652,Nesslau,SG
9655,"Amden,Nesslau,Wildhaus-Alt St. Johann",SG
9656,"Amden,Nesslau,Quarten,Walenstadt,Wildhaus-Alt St. Johann",SG
9657,"Grabs,Nesslau,Walenstadt,Wildhaus-Alt St. Johann",SG
6500,"Arbedo-Castione,Bellinzona",TI
6503,Bellinzona,TI
6512,"Bellinzona,Sant'Antonino",TI
6513,"Bellinzona,Cugnasco-Gerra",TI
6514,"Bellinzona,Cugnasco-Gerra",TI
6515,"Bellinzona,Cadenazzo,Cugnasco-Gerra,Sant'Antonino",TI
6516,"Bellinzona,Cadenazzo,Cugnasco-Gerra,Gordola,Lavertezzo,Locarno,Verzasca",TI
6518,"Arbedo-Castione,Bellinzona",TI
6523,"Bellinzona,Cugnasco-Gerra,Verzasca",TI
6524,"Bellinzona,Riviera",TI
6525,"Arbedo-Castione,Bellinzona",TI
6526,"Bellinzona,Riviera,Verzasca",TI
6527,"Bellinzona,Riviera",TI
6528,"Bellinzona,Isone,Sant'Antonino",TI
6532,"Arbedo-Castione,Bellinzona,Lumino",TI
6571,"Alto Malcantone,Gambarogno",TI
6572,"Gambarogno,Locarno,Monteceneri",TI
6573,"Gambarogno,Locarno,Monteceneri",TI
6574,"Gambarogno,Locarno,Minusio,Monteceneri",TI
6575,"Gambarogno,Locarno",TI
6576,"Ascona,Gambarogno",TI
6577,"Ascona,Gambarogno,Ronco sopra Ascona",TI
6578,Gambarogno,TI
6579,Gambarogno,TI
6582,"Bellinzona,Comunanza Cadenazzo/Monteceneri,Isone",TI
6583,"Arbedo-Castione,Bellinzona",TI
6584,"Arbedo-Castione,Bellinzona,Comunanza Cadenazzo/Monteceneri,Ponte Capriasca",TI
6592,"Bellinzona,Cadenazzo,Isone,Sant'Antonino",TI
6593,"Bellinzona,Cadenazzo,Cugnasco-Gerra,Gambarogno,Isone,Locarno,Monteceneri,Sant'Antonino",TI
6594,"Cadenazzo,Cugnasco-Gerra,Gambarogno,Locarno,Monteceneri",TI
6595,"Cugnasco-Gerra,Gambarogno,Gordola,Lavertezzo,Locarno",TI
6596,"Cugnasco-Gerra,Gambarogno,Gordola,Lavertezzo,Locarno,Mergoscia,Tenero-Contra,Verzasca",TI
6597,"Cugnasco-Gerra,Lavertezzo",TI
6598,"Gambarogno,Gordola,Locarno,Minusio,Tenero-Contra",TI
6599,"Cadenazzo,Isone,Monteceneri",TI
6600,"Gambarogno,Locarno,Losone,Minusio,Muralto,Orselina",TI
6605,"Avegno Gordevio,Locarno,Orselina",TI
6611,"Centovalli,Maggia,Onsernone",TI
6612,"Ascona,Gambarogno,Locarno,Losone,Ronco sopra Ascona",TI
6613,"Ascona,Brissago,Gambarogno,Ronco sopra Ascona",TI
6614,"Brissago,Centovalli,Ronco sopra Ascona",TI
6616,"Ascona,Centovalli,Locarno,Losone,Ronco sopra Ascona,Terre di Pedemonte",TI
6618,"Ascona,Losone,Ronco sopra Ascona",TI
6622,"Ascona,Brissago,Ronco sopra Ascona",TI
6631,"Avegno Gordevio,Mergoscia,Verzasca",TI
6632,"Cugnasco-Gerra,Gordola,Mergoscia,Verzasca",TI
6633,"Avegno Gordevio,Bellinzona,Personico,Riviera,Verzasca",TI
6634,"Avegno Gordevio,Lavizzara,Maggia,Verzasca",TI
6635,Verzasca,TI
6636,"Giornico,Personico,Verzasca",TI
6637,"Faido,Lavizzara,Verzasca",TI
6644,"Locarno,Minusio,Muralto,Orselina",TI
6645,"Avegno Gordevio,Brione sopra Minusio,Locarno,Minusio,Orselina,Tenero-Contra",TI
6646,"Brione sopra Minusio,Gordola,Mergoscia,Minusio,Tenero-Contra",TI
6647,"Avegno Gordevio,Brione sopra Minusio,Gordola,Mergoscia,Tenero-Contra,Verzasca",TI
6648,"Brione sopra Minusio,Gambarogno,Locarno,Minusio,Muralto,Orselina,Tenero-Contra",TI
6652,"Avegno Gordevio,Locarno,Losone,Maggia,Terre di Pedemonte",TI
6653,"Losone,Terre di Pedemonte",TI
6654,"Centovalli,Losone,Onsernone,Terre di Pedemonte",TI
6655,"Ascona,Brissago,Centovalli,Losone,Onsernone,Ronco sopra Ascona,Terre di Pedemonte",TI
6656,"Centovalli,Losone,Terre di Pedemonte",TI
6657,"Brissago,Centovalli",TI
6658,"Centovalli,Onsernone",TI
6659,Centovalli,TI
6661,"Centovalli,Maggia,Onsernone,Terre di Pedemonte",TI
6662,Onsernone,TI
6663,"Centovalli,Onsernone",TI
6664,"Campo (Vallemaggia),Maggia,Onsernone",TI
6670,"Avegno Gordevio,Brione sopra Minusio,Locarno,Maggia,Mergoscia,Minusio,Terre di Pedemonte",TI
6672,"Avegno Gordevio,Maggia,Mergoscia,Verzasca",TI
6673,"Avegno Gordevio,Maggia,Verzasca",TI
6674,"Campo (Vallemaggia),Cevio,Maggia,Onsernone",TI
6675,"Campo (Vallemaggia),Cerentino,Cevio,Linescio,Maggia",TI
6676,"Cerentino,Cevio,Lavizzara,Linescio,Maggia",TI
6677,"Avegno Gordevio,Maggia,Onsernone,Terre di Pedemonte",TI
6678,"Cevio,Maggia,Onsernone,Verzasca",TI
6682,"Cerentino,Cevio,Linescio",TI
6683,"Bosco/Gurin,Campo (Vallemaggia),Cerentino,Cevio,Linescio,Maggia,Onsernone",TI
6684,"Bosco/Gurin,Campo (Vallemaggia),Onsernone",TI
6685,"Bosco/Gurin,Campo (Vallemaggia),Cerentino",TI
6690,"Bedretto,Bosco/Gurin,Cerentino,Cevio,Lavizzara",TI
6692,"Cevio,Lavizzara,Maggia,Verzasca",TI
6693,"Lavizzara,Verzasca",TI
6694,"Cevio,Faido,Lavizzara,Verzasca",TI
6695,"Cevio,Lavizzara",TI
6696,"Airolo,Bedretto,Cevio,Dalpe,Faido,Lavizzara,Quinto",TI
6707,"Biasca,Personico,Pollegio,Riviera,Verzasca",TI
6714,"Biasca,Faido,Giornico,Pollegio,Serravalle",TI
6715,"Acquarossa,Blenio",TI
6716,"Acquarossa,Blenio,Faido",TI
6717,"Acquarossa,Blenio,Serravalle",TI
6721,"Acquarossa,Faido,Serravalle",TI
6722,"Acquarossa,Faido,Serravalle",TI
6723,"Acquarossa,Faido",TI
6724,"Acquarossa,Blenio,Faido",TI
6742,"Biasca,Giornico,Personico,Pollegio,Riviera,Serravalle",TI
6743,"Faido,Giornico,Personico,Pollegio,Serravalle",TI
6744,"Giornico,Personico,Pollegio,Riviera,Verzasca",TI
6745,"Faido,Giornico,Personico,Verzasca",TI
6746,Faido,TI
6747,"Dalpe,Faido,Giornico,Lavizzara,Verzasca",TI
6748,"Acquarossa,Faido,Giornico",TI
6749,"Acquarossa,Faido,Giornico",TI
6760,"Acquarossa,Blenio,Dalpe,Faido",TI
6763,"Blenio,Dalpe,Faido,Quinto",TI
6764,Faido,TI
6772,"Dalpe,Faido,Lavizzara,Quinto",TI
6773,"Dalpe,Faido,Lavizzara,Quinto",TI
6774,"Dalpe,Faido,Lavizzara,Quinto",TI
6775,"Lavizzara,Quinto",TI
6777,"Faido,Quinto",TI
6802,"Cadenazzo,Gambarogno,Mezzovico-Vira,Monteceneri",TI
6803,"Capriasca,Mezzovico-Vira,Monteceneri",TI
6804,"Cadenazzo,Monteceneri",TI
6805,"Alto Malcantone,Capriasca,Gambarogno,Mezzovico-Vira,Monteceneri,Torricella-Taverne",TI
6806,"Capriasca,Gambarogno,Mezzovico-Vira,Monteceneri,Ponte Capriasca,Torricella-Taverne",TI
6807,"Bedano,Capriasca,Lamone,Monteceneri,Origlio,Ponte Capriasca,Torricella-Taverne",TI
6808,"Alto Malcantone,Bedano,Monteceneri,Torricella-Taverne",TI
6809,"Bellinzona,Capriasca,Comunanza Cadenazzo/Monteceneri,Isone,Monteceneri,Ponte Capriasca",TI
6810,"Bellinzona,Cadenazzo,Capriasca,Comunanza Cadenazzo/Monteceneri,Isone,Monteceneri,Ponte Capriasca,Sant'Antonino",TI
6814,"Bedano,Cadempino,Cureglia,Gravesano,Lamone,Manno,Origlio,Vezia",TI
6815,"Bissone,Brusino Arsizio,Lugano,Melide,Vico Morcote",TI
6816,"Arogno,Bissone,Brusino Arsizio,Melide,Riva San Vitale,Val Mara",TI
6817,"Arogno,Bissone,Riva San Vitale,Val Mara",TI
6818,"Castel San Pietro,Mendrisio,Riva San Vitale,Val Mara",TI
6821,"Arogno,Castel San Pietro,Val Mara",TI
6822,"Arogno,Bissone,Lugano,Val Mara",TI
6823,"Arogno,Lugano,Paradiso",TI
6825,"Castel San Pietro,Mendrisio,Riva San Vitale,Val Mara",TI
6826,"Brusino Arsizio,Mendrisio,Riva San Vitale,Val Mara",TI
6827,"Brusino Arsizio,Melide,Mendrisio,Morcote,Riva San Vitale,Vico Morcote",TI
6828,"Balerna,Castel San Pietro,Chiasso,Coldrerio,Morbio Inferiore,Novazzano",TI
6830,"Balerna,Chiasso,Morbio Inferiore,Vacallo",TI
6832,"Balerna,Chiasso,Novazzano",TI
6833,"Breggia,Chiasso,Morbio Inferiore,Vacallo",TI
6834,"Balerna,Breggia,Castel San Pietro,Chiasso,Morbio Inferiore,Vacallo",TI
6835,"Breggia,Castel San Pietro,Morbio Inferiore",TI
6837,"Breggia,Castel San Pietro",TI
6838,"Breggia,Castel San Pietro",TI
6839,"Breggia,Morbio Inferiore,Vacallo",TI
6850,"Castel San Pietro,Coldrerio,Mendrisio,Novazzano,Riva San Vitale",TI
6852,"Mendrisio,Novazzano,Stabio",TI
6853,"Mendrisio,Stabio",TI
6854,Stabio,TI
6855,"Mendrisio,Stabio",TI
6862,"Mendrisio,Riva San Vitale",TI
6863,Mendrisio,TI
6864,Mendrisio,TI
6865,Mendrisio,TI
6866,"Brusino Arsizio,Mendrisio,Riva San Vitale",TI
6867,"Brusino Arsizio,Mendrisio,Riva San Vitale",TI
6872,"Castel San Pietro,Mendrisio,Val Mara",TI
6873,"Castel San Pietro,Coldrerio",TI
6874,"Balerna,Breggia,Castel San Pietro,Coldrerio,Mendrisio,Morbio Inferiore,Val Mara",TI
6875,"Breggia,Castel San Pietro",TI
6877,"Balerna,Castel San Pietro,Coldrerio,Mendrisio,Novazzano",TI
6883,"Balerna,Chiasso,Coldrerio,Mendrisio,Novazzano",TI
6900,"Canobbio,Collina d'Oro,Lugano,Massagno,Melide,Paradiso,Porza,Savosa,Sorengo",TI
6912,"Collina d'Oro,Grancia,Lugano,Paradiso",TI
6913,"Grancia,Lugano",TI
6914,"Lugano,Melide,Morcote,Vico Morcote",TI
6915,"Collina d'Oro,Lugano,Paradiso",TI
6916,"Collina d'Oro,Grancia,Lugano",TI
6917,"Collina d'Oro,Grancia,Lugano",TI
6918,"Caslano,Collina d'Oro,Grancia,Lugano,Morcote",TI
6919,"Caslano,Collina d'Oro,Lugano,Magliaso",TI
6921,"Brusino Arsizio,Lugano,Melide,Morcote,Vico Morcote",TI
6922,"Brusino Arsizio,Lugano,Morcote,Vico Morcote",TI
6924,"Collina d'Oro,Lugano,Muzzano,Sorengo",TI
6925,"Collina d'Oro,Lugano,Muzzano,Sorengo",TI
6926,"Agno,Collina d'Oro,Grancia,Lugano,Magliaso",TI
6927,"Collina d'Oro,Lugano",TI
6928,"Alto Malcantone,Bioggio,Cadempino,Gravesano,Manno,Vezia",TI
6929,"Alto Malcantone,Bedano,Gravesano,Lamone,Manno",TI
6930,"Alto Malcantone,Bedano,Gravesano,Lamone,Torricella-Taverne",TI
6932,"Bioggio,Lugano,Massagno,Muzzano,Savosa,Sorengo",TI
6933,"Agno,Bioggio,Collina d'Oro,Lugano,Muzzano,Sorengo",TI
6934,"Agno,Bioggio,Cademario,Lugano,Manno,Muzzano",TI
6935,"Alto Malcantone,Bioggio,Cademario,Manno",TI
6936,"Alto Malcantone,Aranno,Bioggio,Cademario",TI
6937,"Alto Malcantone,Aranno,Cademario,Lema",TI
6938,Alto Malcantone,TI
6939,"Alto Malcantone,Bioggio,Cademario,Gambarogno,Gravesano,Manno",TI
6942,"Lugano,Massagno,Porza,Savosa,Vezia",TI
6943,"Bioggio,Cadempino,Cureglia,Lugano,Manno,Porza,Savosa,Vezia",TI
6944,"Cadempino,Comano,Cureglia,Lamone,Origlio,Porza,Vezia",TI
6945,"Capriasca,Comano,Cureglia,Lamone,Origlio,Ponte Capriasca,Torricella-Taverne",TI
6946,"Capriasca,Comunanza Cadenazzo/Monteceneri,Isone,Lugano,Monteceneri,Origlio,Ponte Capriasca,Torricella-Taverne",TI
6947,"Capriasca,Comano,Origlio,Ponte Capriasca",TI
6948,"Canobbio,Comano,Cureglia,Lugano,Porza,Savosa,Vezia",TI
6949,"Canobbio,Capriasca,Comano,Cureglia,Origlio,Porza",TI
6950,Capriasca,TI
6951,"Capriasca,Comunanza Capriasca/Lugano,Lugano",TI
6952,"Canobbio,Capriasca,Comano,Lugano,Porza",TI
6953,"Canobbio,Capriasca,Comano,Lugano",TI
6954,"Capriasca,Mezzovico-Vira,Monteceneri,Ponte Capriasca",TI
6955,"Capriasca,Lugano",TI
6956,"Capriasca,Lugano",TI
6957,Capriasca,TI
6958,"Capriasca,Comunanza Capriasca/Lugano,Lugano",TI
6959,"Capriasca,Lugano",TI
6960,"Capriasca,Isone,Lugano,Monteceneri,Ponte Capriasca",TI
6962,Lugano,TI
6963,"Canobbio,Lugano",TI
6964,"Canobbio,Lugano",TI
6965,"Canobbio,Capriasca,Lugano",TI
6966,Lugano,TI
6967,"Capriasca,Lugano",TI
6968,"Capriasca,Lugano",TI
6974,Lugano,TI
6976,"Lugano,Paradiso",TI
6977,Lugano,TI
6978,Lugano,TI
6979,Lugano,TI
6980,"Lema,Tresa",TI
6981,"Lema,Tresa",TI
6982,"Agno,Bioggio,Collina d'Oro,Magliaso,Muzzano",TI
6983,"Agno,Caslano,Collina d'Oro,Magliaso,Neggio,Pura",TI
6984,"Caslano,Lema,Magliaso,Neggio,Pura,Tresa",TI
6986,"Alto Malcantone,Aranno,Bioggio,Lema,Neggio,Pura,Vernate",TI
6987,"Caslano,Collina d'Oro,Magliaso,Pura,Tresa",TI
6988,"Caslano,Pura,Tresa",TI
6989,"Lema,Pura,Tresa",TI
6990,"Agno,Bioggio,Magliaso,Neggio,Vernate",TI
6991,"Agno,Lema,Magliaso,Neggio,Pura,Vernate",TI
6992,"Agno,Bioggio,Cademario,Lema,Neggio,Vernate",TI
6993,"Aranno,Bioggio,Lema,Vernate",TI
6994,"Alto Malcantone,Aranno,Bioggio,Cademario,Lema",TI
6995,Tresa,TI
6997,"Lema,Tresa",TI
6998,Tresa,TI
6999,"Lema,Tresa",TI
1000,"Cugy (VD),Epalinges,Froideville,Lausanne,Le Mont-sur-Lausanne,Montpreveyres,Pully,Savigny",VD
1003,Lausanne,VD
