zip,locality,canton
1004,"Lausanne,Prilly",VD
1005,"Lausanne,Pully",VD
1006,"Lausanne,Pully",VD
1007,"Chavannes-près-Renens,Lausanne,Prilly,Renens (VD),Saint-Sulpice (VD)",VD
1008,"Crissier,Jouxtens-Mézery,Lausanne,Prilly,Renens (VD),Romanel-sur-Lausanne",VD
1009,"Belmont-sur-Lausanne,Lausanne,Paudex,Pully",VD
1010,"Epalinges,Lausanne,Le Mont-sur-Lausanne,Pully",VD
1011,Lausanne,VD
1012,"Lausanne,Pully",VD
1015,"Chavannes-près-Renens,Ecublens (VD),Lausanne,Saint-Sulpice (VD)",VD
1018,"Lausanne,Le Mont-sur-Lausanne,Prilly,Romanel-sur-Lausanne",VD
1020,"Chavannes-près-Renens,Crissier,Ecublens (VD),Jouxtens-Mézery,Lausanne,Prilly,Renens (VD)",VD
1022,"Chavannes-près-Renens,Ecublens (VD),Lausanne,Renens (VD)",VD
1023,"Bussigny,Cheseaux-sur-Lausanne,Crissier,Ecublens (VD),Jouxtens-Mézery,Lausanne,Renens (VD),Villars-Sainte-Croix",VD
1024,"Bussigny,Chavannes-près-Renens,Crissier,Denges,Echandens,Ecublens (VD),Renens (VD),Saint-Sulpice (VD)",VD
1025,"Ecublens (VD),Lausanne,Préverenges,Saint-Sulpice (VD)",VD
1026,"Bremblens,Bussigny,Denges,Echandens,Ecublens (VD),Lonay,Préverenges,Saint-Sulpice (VD)",VD
1027,"Bremblens,Denges,Echandens,Echichens,Lonay,Morges,Préverenges",VD
1028,"Denges,Lonay,Morges,Préverenges,Saint-Sulpice (VD)",VD
1029,"Bussigny,Crissier,Mex (VD),Villars-Sainte-Croix,Vufflens-la-Ville",VD
1030,"Aclens,Bremblens,Bussigny,Crissier,Echandens,Ecublens (VD),Villars-Sainte-Croix,Vufflens-la-Ville",VD
1031,"Bussigny,Crissier,Mex (VD),Sullens,Villars-Sainte-Croix,Vufflens-la-Ville",VD
1032,"Crissier,Cugy (VD),Jouxtens-Mézery,Lausanne,Le Mont-sur-Lausanne,Morrens (VD),Prilly,Romanel-sur-Lausanne",VD
1033,"Boussens,Cheseaux-sur-Lausanne,Crissier,Etagnières,Lausanne,Mex (VD),Morrens (VD),Sullens,Villars-Sainte-Croix",VD
1034,"Assens,Bettens,Bournens,Boussens,Cheseaux-sur-Lausanne,Etagnières,Sullens",VD
1035,"Bettens,Bournens,Boussens,Daillens,Penthaz,Sullens",VD
1036,"Bournens,Boussens,Cheseaux-sur-Lausanne,Crissier,Mex (VD),Penthaz,Sullens,Vufflens-la-Ville",VD
1037,"Assens,Boussens,Cheseaux-sur-Lausanne,Etagnières,Morrens (VD)",VD
1038,"Bercher,Boulens,Fey,Montanaire,Ogens,Oppens,Rueyres",VD
1040,"Assens,Bettens,Bottens,Echallens,Fey,Goumoëns,Montilliez,Oulens-sous-Echallens,Penthéréaz,Saint-Barthélemy (VD),Villars-le-Terroir,Vuarrens",VD
1041,"Assens,Bottens,Bretigny-sur-Morrens,Echallens,Fey,Froideville,Jorat-Menthue,Lausanne,Montanaire,Montilliez,Poliez-Pittet,Villars-le-Terroir",VD
1042,"Assens,Bettens,Bottens,Bournens,Boussens,Bretigny-sur-Morrens,Daillens,Echallens,Etagnières,Morrens (VD),Oulens-sous-Echallens,Saint-Barthélemy (VD)",VD
1043,"Fey,Montilliez,Villars-le-Terroir",VD
1044,"Bercher,Boulens,Fey,Montanaire,Montilliez,Pailly,Rueyres,Villars-le-Terroir,Vuarrens",VD
1045,"Bercher,Bioley-Magnoux,Montanaire,Ogens,Oppens",VD
1046,"Bercher,Fey,Oppens,Pailly,Rueyres",VD
1047,"Bercher,Bioley-Magnoux,Ogens,Oppens,Orzens,Pailly,Rueyres",VD
1052,"Cugy (VD),Epalinges,Lausanne,Le Mont-sur-Lausanne,Romanel-sur-Lausanne",VD
1053,"Assens,Bottens,Bretigny-sur-Morrens,Cugy (VD),Froideville,Lausanne,Le Mont-sur-Lausanne,Morrens (VD)",VD
1054,"Assens,Bretigny-sur-Morrens,Cheseaux-sur-Lausanne,Cugy (VD),Etagnières,Lausanne,Morrens (VD)",VD
1055,"Bottens,Corcelles-le-Jorat,Froideville,Jorat-Menthue,Lausanne,Montpreveyres,Poliez-Pittet",VD
1058,"Corcelles-le-Jorat,Froideville,Jorat-Menthue,Montilliez,Poliez-Pittet",VD
1059,"Corcelles-le-Jorat,Hermenches,Jorat-Menthue",VD
1061,Jorat-Menthue,VD
1062,"Hermenches,Jorat-Menthue,Montanaire,Moudon",VD
1063,"Bercher,Boulens,Fey,Jorat-Menthue,Montanaire,Montilliez,Moudon",VD
1066,"Epalinges,Lausanne,Le Mont-sur-Lausanne",VD
1068,"Belmont-sur-Lausanne,Lausanne,Pully,Savigny",VD
1071,"Chardonne,Chexbres,Puidoux,Rivaz,Saint-Saphorin (Lavaux)",VD
1072,"Bourg-en-Lavaux,Forel (Lavaux),Oron,Puidoux,Savigny,Servion",VD
1073,"Belmont-sur-Lausanne,Bourg-en-Lavaux,Forel (Lavaux),Lausanne,Lutry,Montpreveyres,Pully,Savigny,Servion",VD
1080,"Forel (Lavaux),Jorat-Mézières,Montpreveyres,Savigny,Servion",VD
1081,"Corcelles-le-Jorat,Froideville,Jorat-Mézières,Lausanne,Montpreveyres,Ropraz,Savigny,Servion",VD
1082,"Corcelles-le-Jorat,Froideville,Hermenches,Jorat-Menthue,Montpreveyres,Ropraz",VD
1083,"Jorat-Mézières,Montpreveyres,Servion",VD
1084,"Jorat-Mézières,Montpreveyres,Ropraz,Vucherens,Vulliens",VD
1088,"Corcelles-le-Jorat,Hermenches,Jorat-Mézières,Montpreveyres,Ropraz,Vucherens",VD
1090,"Belmont-sur-Lausanne,Bourg-en-Lavaux,Lutry,Savigny",VD
1091,"Bourg-en-Lavaux,Forel (Lavaux),Lutry,Savigny",VD
1092,"Belmont-sur-Lausanne,Lutry,Paudex,Pully,Savigny",VD
1093,"Belmont-sur-Lausanne,Lutry,Paudex",VD
1094,"Belmont-sur-Lausanne,Lutry,Paudex,Pully",VD
1095,"Bourg-en-Lavaux,Lutry,Paudex",VD
1096,"Bourg-en-Lavaux,Lutry,Puidoux",VD
1097,"Bourg-en-Lavaux,Forel (Lavaux)",VD
1098,"Bourg-en-Lavaux,Puidoux",VD
1110,"Chigny,Echichens,Lonay,Morges,Préverenges,Tolochenaz,Vufflens-le-Château",VD
1112,"Bremblens,Echichens,Lonay,Morges",VD
1113,"Aclens,Bremblens,Echichens,Romanel-sur-Morges,Vullierens",VD
1114,"Clarmont,Echichens,Hautemorges,Vaux-sur-Morges,Vullierens",VD
1115,"Aclens,Echichens,Gollion,Grancy,Hautemorges,Senarclens,Vullierens",VD
1116,"Echichens,Grancy,Hautemorges,Vullierens",VD
1117,"Chavannes-le-Veyron,Grancy,Hautemorges,La Chaux (Cossonay),Senarclens,Vullierens",VD
1121,"Aclens,Bremblens,Bussigny,Echandens,Echichens,Lonay,Romanel-sur-Morges",VD
1122,"Aclens,Bremblens,Echichens,Romanel-sur-Morges",VD
1123,"Aclens,Bremblens,Bussigny,Echichens,Gollion,Romanel-sur-Morges,Vufflens-la-Ville,Vullierens",VD
1124,"Aclens,Cossonay,Gollion,Penthalaz,Penthaz,Senarclens,Vufflens-la-Ville,Vullierens",VD
1125,"Echichens,Morges,Vaux-sur-Morges,Vufflens-le-Château",VD
1126,"Clarmont,Echichens,Hautemorges,Vaux-sur-Morges,Vufflens-le-Château",VD
1127,"Clarmont,Echichens,Hautemorges,Vaux-sur-Morges",VD
1128,"Clarmont,Hautemorges,Vaux-sur-Morges",VD
1131,"Chigny,Lully (VD),Morges,Saint-Prex,Tolochenaz",VD
1132,"Denens,Lully (VD),Lussy-sur-Morges,Saint-Prex,Tolochenaz,Vufflens-le-Château",VD
1134,"Chigny,Denens,Echichens,Hautemorges,Lully (VD),Morges,Tolochenaz,Vaux-sur-Morges,Vufflens-le-Château",VD
1135,"Denens,Hautemorges,Lully (VD),Lussy-sur-Morges,Villars-sous-Yens,Vufflens-le-Château,Yens",VD
1136,"Denens,Hautemorges,Vaux-sur-Morges,Vufflens-le-Château,Yens",VD
1141,"Clarmont,Echichens,Hautemorges",VD
1142,"Chavannes-le-Veyron,Grancy,Hautemorges,L'Isle,Mauraz,Mollens (VD),Montricher",VD
1143,"Ballens,Clarmont,Hautemorges,Mollens (VD),Yens",VD
1144,"Ballens,Berolle,Bière,Hautemorges,Mollens (VD),Yens",VD
1145,"Aubonne,Ballens,Berolle,Bière,Gimel,Le Chenit,Saint-Livres,Saubraz,Yens",VD
1146,"Ballens,Berolle,Hautemorges,Mollens (VD),Montricher",VD
1147,"Berolle,Hautemorges,L'Abbaye,Le Chenit,L'Isle,Mollens (VD),Montricher",VD
1148,"Chavannes-le-Veyron,Chevilly,Cuarnens,Ferreyres,Grancy,Hautemorges,Juriens,L'Abbaye,La Chaux (Cossonay),La Praz,L'Isle,Mauraz,Moiry,Mont-la-Ville,Montricher,Romainmôtier-Envy,Vaulion",VD
1149,"Ballens,Berolle,Bière,Le Chenit,Mollens (VD)",VD
1162,"Buchillon,Etoy,Lully (VD),Lussy-sur-Morges,Saint-Prex,Tolochenaz,Villars-sous-Yens",VD
1163,"Allaman,Aubonne,Buchillon,Etoy,Lavigny,Saint-Prex,Villars-sous-Yens",VD
1164,"Allaman,Buchillon,Etoy,Saint-Prex",VD
1165,"Allaman,Aubonne,Buchillon,Etoy,Féchy,Perroy",VD
1166,"Allaman,Bougy-Villars,Féchy,Mont-sur-Rolle,Perroy,Rolle",VD
1167,"Denens,Lully (VD),Lussy-sur-Morges,Saint-Prex,Villars-sous-Yens",VD
1168,"Denens,Etoy,Lavigny,Lussy-sur-Morges,Saint-Prex,Villars-sous-Yens,Yens",VD
1169,"Ballens,Denens,Hautemorges,Lavigny,Saint-Livres,Villars-sous-Yens,Yens",VD
1170,"Allaman,Aubonne,Etoy,Féchy,Lavigny,Saint-Livres",VD
1172,"Aubonne,Bougy-Villars,Essertines-sur-Rolle,Féchy,Mont-sur-Rolle,Perroy",VD
1173,"Allaman,Aubonne,Bougy-Villars,Féchy,Perroy",VD
1174,"Aubonne,Bière,Bougy-Villars,Essertines-sur-Rolle,Féchy,Gimel,Saint-Livres,Saubraz",VD
1175,"Aubonne,Etoy,Lavigny,Saint-Livres,Villars-sous-Yens,Yens",VD
1176,"Aubonne,Bière,Lavigny,Saint-Livres,Yens",VD
1180,"Bursinel,Essertines-sur-Rolle,Gilly,Mont-sur-Rolle,Perroy,Rolle,Tartegnin",VD
1182,"Bursinel,Bursins,Burtigny,Gilly,Tartegnin",VD
1183,"Bursinel,Bursins,Dully,Gilly,Luins,Vinzel",VD
1184,"Begnins,Bursins,Dully,Gland,Luins,Vinzel",VD
1185,"Bougy-Villars,Essertines-sur-Rolle,Mont-sur-Rolle,Perroy,Rolle",VD
1186,"Aubonne,Bougy-Villars,Burtigny,Essertines-sur-Rolle,Gilly,Gimel,Mont-sur-Rolle,Saint-Oyens,Tartegnin",VD
1187,"Burtigny,Essertines-sur-Rolle,Gimel,Longirod,Saint-Oyens",VD
1188,"Aubonne,Bière,Essertines-sur-Rolle,Gimel,Le Chenit,Longirod,Saint-George,Saint-Oyens,Saubraz",VD
1189,"Aubonne,Bière,Gimel,Saubraz",VD
1195,"Bursinel,Bursins,Dully,Gilly,Gland,Luins,Rolle",VD
1196,"Begnins,Dully,Gland,Luins,Prangins,Vich",VD
1197,"Coinsins,Duillier,Gland,Nyon,Prangins,Vich",VD
1260,"Crans (VD),Duillier,Eysins,Grens,Nyon,Prangins,Signy-Avenex,Trélex",VD
1261,"Bassins,Begnins,Burtigny,Gimel,Le Chenit,Le Vaud,Longirod,Marchissy,Saint-George,Saint-Oyens",VD
1262,"Arnex-sur-Nyon,Borex,Crans (VD),Eysins,Nyon,Signy-Avenex",VD
1264,"Arzier-Le Muids,Gingins,Givrins,Saint-Cergue,Trélex",VD
1265,"Arzier-Le Muids,Gingins,Saint-Cergue",VD
1266,"Coinsins,Duillier,Givrins,Nyon,Prangins,Trélex",VD
1267,"Arzier-Le Muids,Bassins,Begnins,Coinsins,Duillier,Genolier,Gland,Prangins,Vich",VD
1268,"Bassins,Begnins,Bursins,Burtigny,Essertines-sur-Rolle,Gilly,Gland,Le Vaud,Longirod,Luins,Marchissy,Saint-Oyens,Vich,Vinzel",VD
1269,"Arzier-Le Muids,Bassins,Begnins,Le Chenit,Le Vaud,Marchissy,Vich",VD
1270,"Duillier,Gingins,Givrins,Grens,Nyon,Saint-Cergue,Trélex",VD
1271,"Arzier-Le Muids,Duillier,Genolier,Givrins,Saint-Cergue,Trélex",VD
1272,"Arzier-Le Muids,Coinsins,Duillier,Genolier,Givrins,Vich",VD
1273,"Arzier-Le Muids,Bassins,Genolier,Givrins,Le Chenit,Saint-Cergue,Vich",VD
1274,"Borex,Chéserex,Eysins,Gingins,Grens,Nyon,Signy-Avenex,Trélex",VD
1275,"Borex,Chéserex,Crassier,Gingins,Grens,La Rippe",VD
1276,"Chéserex,Gingins,Grens,La Rippe,Saint-Cergue,Trélex",VD
1278,"Chéserex,Crassier,Gingins,La Rippe",VD
1291,"Chavannes-de-Bogis,Chavannes-des-Bois,Commugny,Coppet,Founex,Tannay",VD
1302,"Aclens,Bussigny,Gollion,Mex (VD),Penthaz,Sullens,Vufflens-la-Ville",VD
1303,"Bournens,Daillens,Gollion,Penthalaz,Penthaz,Sullens,Vufflens-la-Ville",VD
1304,"Chevilly,Cossonay,Dizy,Gollion,Grancy,La Chaux (Cossonay),La Sarraz,Lussery-Villars,Penthalaz,Senarclens,Vullierens",VD
1305,"Cossonay,Daillens,Gollion,Lussery-Villars,Penthalaz,Penthaz",VD
1306,"Bettens,Bournens,Daillens,Eclépens,Lussery-Villars,Oulens-sous-Echallens,Penthalaz,Penthaz",VD
1307,"Cossonay,Daillens,Dizy,Eclépens,La Sarraz,Lussery-Villars,Penthalaz",VD
1308,"Chavannes-le-Veyron,Chevilly,Cossonay,Cuarnens,Dizy,Grancy,La Chaux (Cossonay),Moiry,Senarclens",VD
1312,"Bavois,Daillens,Eclépens,La Sarraz,Lussery-Villars,Orny,Oulens-sous-Echallens",VD
1313,"Chevilly,Ferreyres,La Sarraz,Moiry,Romainmôtier-Envy",VD
1315,"Chevilly,Dizy,Eclépens,Ferreyres,La Sarraz,Lussery-Villars,Orny,Pompaples,Romainmôtier-Envy",VD
1316,"Chevilly,Dizy,Ferreyres,La Chaux (Cossonay),La Sarraz,Moiry",VD
1317,"Bavois,Eclépens,La Sarraz,Orny,Pompaples",VD
1318,"Arnex-sur-Orbe,La Sarraz,Orny,Pompaples",VD
1321,"Agiez,Arnex-sur-Orbe,Bavois,Bofflens,Chavornay,Croy,La Sarraz,Orbe,Pompaples",VD
1322,"Arnex-sur-Orbe,Bofflens,Croy,La Sarraz,Romainmôtier-Envy",VD
1323,"Bofflens,Bretonnières,Croy,Ferreyres,Juriens,La Sarraz,Moiry,Premier,Romainmôtier-Envy,Vaulion",VD
1324,"Bretonnières,Les Clées,Premier,Romainmôtier-Envy,Vallorbe,Vaulion",VD
1325,"Juriens,L'Abbaye,Mont-la-Ville,Premier,Romainmôtier-Envy,Vallorbe,Vaulion",VD
1326,"Juriens,La Praz,Moiry,Mont-la-Ville,Romainmôtier-Envy,Vaulion",VD
1329,"Agiez,Bofflens,Bretonnières,Les Clées,Premier,Romainmôtier-Envy",VD
1337,"Ballaigues,L'Abbaye,Le Lieu,Les Clées,Premier,Vallorbe,Vaulion",VD
1338,"Ballaigues,Les Clées,Lignerolle,Vallorbe",VD
1341,"Berolle,Bière,L'Abbaye,Le Chenit",VD
1342,"L'Abbaye,Le Lieu,Mont-la-Ville,Vaulion",VD
1343,"L'Abbaye,Le Lieu,Vallorbe",VD
1344,"L'Abbaye,Le Lieu,L'Isle,Mont-la-Ville,Montricher",VD
1345,"L'Abbaye,Le Chenit,Le Lieu",VD
1346,"L'Abbaye,Le Chenit,Montricher",VD
1347,"L'Abbaye,Le Chenit,Le Lieu",VD
1348,"Arzier-Le Muids,Bassins,Bière,Gimel,Le Chenit,Longirod,Marchissy,Saint-George",VD
1350,"Agiez,Arnex-sur-Orbe,Chavornay,Ependes (VD),Montcherand,Orbe,Valeyres-sous-Rances",VD
1352,"Agiez,Arnex-sur-Orbe,Bofflens,Bretonnières,Les Clées,Montcherand,Orbe",VD
1353,"Agiez,Arnex-sur-Orbe,Bofflens,Bretonnières,Croy,Romainmôtier-Envy",VD
1354,"Agiez,Les Clées,Montcherand,Orbe,Valeyres-sous-Rances",VD
1355,"L'Abergement,Les Clées,Lignerolle,Montcherand,Rances,Sergey,Valeyres-sous-Rances",VD
1356,"Agiez,Ballaigues,Bretonnières,L'Abergement,Les Clées,Lignerolle,Montcherand,Premier,Sergey,Vallorbe",VD
1357,"Ballaigues,Baulmes,L'Abergement,Les Clées,Lignerolle,Rances",VD
1358,"Mathod,Montcherand,Orbe,Rances,Sergey,Valeyres-sous-Rances",VD
1372,"Arnex-sur-Orbe,Bavois,Chavornay,Eclépens,Goumoëns,Orny,Oulens-sous-Echallens,Penthéréaz,Pompaples",VD
1373,"Arnex-sur-Orbe,Bavois,Chavornay,Orbe,Penthéréaz",VD
1374,"Chavornay,Essertines-sur-Yverdon,Penthéréaz,Suchy,Vuarrens",VD
1375,"Bavois,Chavornay,Goumoëns,Penthéréaz,Villars-le-Terroir,Vuarrens",VD
1376,"Bavois,Echallens,Goumoëns,Oulens-sous-Echallens,Penthéréaz,Saint-Barthélemy (VD),Villars-le-Terroir",VD
1377,"Bavois,Bettens,Daillens,Eclépens,Goumoëns,Oulens-sous-Echallens,Saint-Barthélemy (VD)",VD
1400,"Belmont-sur-Yverdon,Bonvillars,Cheseaux-Noréaz,Cuarny,Ependes (VD),Grandson,Montagny-près-Yverdon,Pomy,Treycovagnes,Villars-Epeney,Yverdon-les-Bains,Yvonand",VD
1404,"Cheseaux-Noréaz,Cronay,Cuarny,Pomy,Villars-Epeney,Yvonand",VD
1405,"Cronay,Cuarny,Pomy,Ursins,Valeyres-sous-Ursins,Yverdon-les-Bains",VD
1406,"Cronay,Cuarny,Donneloye,Orzens,Pomy,Ursins,Yvonand",VD
1407,"Bioley-Magnoux,Cronay,Donneloye,Molondin,Montanaire,Ogens,Oppens,Orzens,Yvonand",VD
1408,"Bioley-Magnoux,Démoret,Donneloye,Molondin,Montanaire",VD
1412,"Cronay,Essertines-sur-Yverdon,Orzens,Pomy,Ursins,Valeyres-sous-Ursins,Yverdon-les-Bains",VD
1413,"Bioley-Magnoux,Cronay,Donneloye,Essertines-sur-Yverdon,Oppens,Orzens,Pailly,Ursins",VD
1416,"Essertines-sur-Yverdon,Fey,Oppens,Orzens,Pailly,Rueyres,Vuarrens",VD
1417,"Belmont-sur-Yverdon,Chavornay,Essertines-sur-Yverdon,Orzens,Pailly,Suchy,Ursins,Valeyres-sous-Ursins,Vuarrens,Yverdon-les-Bains",VD
1418,"Chavornay,Essertines-sur-Yverdon,Fey,Pailly,Penthéréaz,Villars-le-Terroir,Vuarrens",VD
1420,"Champagne,Fiez,Fontaines-sur-Grandson,Giez,Grandson",VD
1421,"Bullet,Champagne,Fiez,Fontaines-sur-Grandson,Giez,Grandevent,Mauborget,Novalles,Tévenon",VD
1422,"Bonvillars,Champagne,Cheseaux-Noréaz,Fiez,Giez,Grandson,Montagny-près-Yverdon,Valeyres-sous-Montagny,Yverdon-les-Bains",VD
1423,"Bonvillars,Champagne,Concise,Corcelles-près-Concise,Fontaines-sur-Grandson,Mauborget,Onnens (VD),Provence,Tévenon",VD
1424,"Bonvillars,Champagne,Fiez,Fontaines-sur-Grandson,Grandson,Tévenon",VD
1425,"Bonvillars,Cheseaux-Noréaz,Corcelles-près-Concise,Onnens (VD)",VD
1427,"Bonvillars,Champagne,Cheseaux-Noréaz,Grandson,Onnens (VD),Tévenon",VD
1429,"Fiez,Giez,Grandson,Novalles,Orges,Valeyres-sous-Montagny,Vugelles-La Mothe",VD
1430,"Champvent,Giez,Orges,Valeyres-sous-Montagny,Vugelles-La Mothe,Vuiteboeuf",VD
1431,"Bullet,Fontaines-sur-Grandson,Giez,Grandevent,Novalles,Orges,Vugelles-La Mothe,Vuiteboeuf",VD
1432,"Belmont-sur-Yverdon,Ependes (VD),Essertines-sur-Yverdon,Pomy,Suchy,Valeyres-sous-Ursins,Yverdon-les-Bains",VD
1433,"Belmont-sur-Yverdon,Chavornay,Ependes (VD),Essertines-sur-Yverdon,Suchy",VD
1434,"Belmont-sur-Yverdon,Chavornay,Ependes (VD),Mathod,Suchy,Suscévaz,Yverdon-les-Bains",VD
1435,"Chavornay,Ependes (VD),Orbe,Suchy",VD
1436,"Chamblon,Champvent,Ependes (VD),Montagny-près-Yverdon,Suscévaz,Treycovagnes,Yverdon-les-Bains",VD
1437,"Chamblon,Champvent,Ependes (VD),Mathod,Suscévaz,Treycovagnes",VD
1438,"Champvent,Ependes (VD),Mathod,Orbe,Rances,Suscévaz,Valeyres-sous-Rances",VD
1439,"Baulmes,Champvent,L'Abergement,Mathod,Rances,Sergey,Valeyres-sous-Rances",VD
1441,"Champvent,Giez,Grandson,Montagny-près-Yverdon,Orges,Valeyres-sous-Montagny",VD
1442,"Chamblon,Champvent,Grandson,Montagny-près-Yverdon,Treycovagnes,Valeyres-sous-Montagny,Yverdon-les-Bains",VD
1443,"Baulmes,Chamblon,Champvent,Mathod,Montagny-près-Yverdon,Orges,Rances,Suscévaz,Valeyres-sous-Montagny,Vuiteboeuf",VD
1445,"Baulmes,Champvent,Orges,Sainte-Croix,Vugelles-La Mothe,Vuiteboeuf",VD
1446,"Baulmes,Champvent,L'Abergement,Rances,Sainte-Croix,Vuiteboeuf",VD
1452,"Bullet,Sainte-Croix",VD
1509,"Hermenches,Jorat-Mézières,Ropraz,Syens,Vucherens,Vulliens",VD
1510,"Bussy-sur-Moudon,Chavannes-sur-Moudon,Curtilles,Hermenches,Jorat-Menthue,Lucens,Montanaire,Moudon,Rossenges,Syens,Vucherens,Vulliens",VD
1513,"Corcelles-le-Jorat,Hermenches,Jorat-Menthue,Moudon,Ropraz,Rossenges,Syens,Vucherens",VD
1514,"Bussy-sur-Moudon,Lucens,Montanaire,Moudon",VD
1515,"Bussy-sur-Moudon,Lucens,Montanaire,Moudon,Villars-le-Comte",VD
1521,"Curtilles,Dompierre (VD),Lovatens,Lucens,Moudon,Valbroye",VD
1585,"Avenches,Cudrefin,Faoug,Vully-les-Lacs",VD
1586,"Avenches,Cudrefin,Faoug,Vully-les-Lacs",VD
1587,"Avenches,Cudrefin,Vully-les-Lacs",VD
1802,"Chardonne,Corseaux,Corsier-sur-Vevey,Vevey",VD
1803,"Chardonne,Corseaux,Corsier-sur-Vevey,Jongny,Puidoux,Saint-Saphorin (Lavaux)",VD
1804,"Blonay - Saint-Légier,Chardonne,Corseaux,Corsier-sur-Vevey,Jongny,Vevey",VD
1809,"Blonay - Saint-Légier,Corsier-sur-Vevey",VD
1814,"Blonay - Saint-Légier,La Tour-de-Peilz,Montreux,Noville,Vevey",VD
1815,"La Tour-de-Peilz,Montreux,Noville",VD
1816,"Blonay - Saint-Légier,La Tour-de-Peilz,Montreux",VD
1817,"Blonay - Saint-Légier,Montreux",VD
1822,Montreux,VD
1823,"Montreux,Veytaux",VD
1832,"Blonay - Saint-Légier,Montreux",VD
1844,"Château-d'Oex,Corbeyrier,Noville,Ormont-Dessous,Rennaz,Roche (VD),Veytaux,Villeneuve (VD)",VD
1847,"Noville,Rennaz,Roche (VD),Villeneuve (VD)",VD
1852,"Chessel,Corbeyrier,Noville,Rennaz,Roche (VD),Villeneuve (VD),Yvorne",VD
1854,"Aigle,Corbeyrier,Leysin,Ormont-Dessous,Yvorne",VD
1856,"Corbeyrier,Leysin,Ormont-Dessous,Roche (VD),Villeneuve (VD),Yvorne",VD
1862,"Château-d'Oex,Ormont-Dessous,Ormont-Dessus",VD
1863,"Aigle,Leysin,Ollon,Ormont-Dessous,Ormont-Dessus",VD
1864,"Ollon,Ormont-Dessous,Ormont-Dessus",VD
1866,"Ollon,Ormont-Dessous,Ormont-Dessus",VD
1884,"Aigle,Bex,Gryon,Ollon,Ormont-Dessous,Ormont-Dessus",VD
1885,Ollon,VD
8001,Zürich,ZH
8002,Zürich,ZH
8003,Zürich,ZH
8004,Zürich,ZH
8005,Zürich,ZH
8006,Zürich,ZH
8008,"Zollikon,Zürich,Zürichsee (ZH)",ZH
8032,Zürich,ZH
8037,Zürich,ZH
8038,"Adliswil,Kilchberg (ZH),Zürich,Zürichsee (ZH)",ZH
8041,"Adliswil,Stallikon,Zürich",ZH
8044,"Dübendorf,Fällanden,Zürich",ZH
8045,"Stallikon,Zürich",ZH
8046,"Regensdorf,Rümlang,Zürich",ZH
8047,Zürich,ZH
8048,"Schlieren,Uitikon,Zürich",ZH
8049,"Oberengstringen,Regensdorf,Zürich",ZH
8050,"Opfikon,Wallisellen,Zürich",ZH
8051,"Dübendorf,Wallisellen,Zürich",ZH
8052,"Opfikon,Rümlang,Zürich",ZH
8053,"Dübendorf,Fällanden,Maur,Zollikon,Zürich",ZH
8055,"Uitikon,Zürich",ZH
8057,Zürich,ZH
8064,"Oberengstringen,Schlieren,Zürich",ZH
8102,"Oberengstringen,Regensdorf,Schlieren,Unterengstringen,Zürich",ZH
8104,"Geroldswil,Oetwil an der Limmat,Regensdorf,Unterengstringen,Weiningen (ZH)",ZH
8105,"Buchs (ZH),Dällikon,Niederhasli,Oberengstringen,Regensdorf,Rümlang,Unterengstringen,Weiningen (ZH),Zürich",ZH
8106,"Buchs (ZH),Niederhasli,Regensdorf",ZH
8107,"Boppelsen,Buchs (ZH),Dällikon,Dänikon,Dielsdorf,Niederhasli,Otelfingen,Regensberg,Regensdorf",ZH
8108,"Buchs (ZH),Dällikon,Dänikon,Oetwil an der Limmat,Regensdorf,Weiningen (ZH)",ZH
8113,"Boppelsen,Buchs (ZH),Otelfingen,Regensberg,Schleinikon",ZH
8114,"Buchs (ZH),Dällikon,Dänikon,Hüttikon,Oetwil an der Limmat,Otelfingen",ZH
8117,"Dübendorf,Fällanden,Greifensee,Maur,Schwerzenbach",ZH
8118,"Dübendorf,Fällanden,Maur,Zürich",ZH
8121,"Fällanden,Maur",ZH
8122,"Fällanden,Maur,Zollikon,Zürich",ZH
8123,"Fällanden,Maur,Zollikon,Zumikon",ZH
8124,"Egg,Fällanden,Greifensee,Maur,Mönchaltorf",ZH
8125,"Küsnacht (ZH),Maur,Zollikon,Zumikon,Zürich",ZH
8126,"Küsnacht (ZH),Maur,Zollikon,Zumikon",ZH
8127,"Egg,Erlenbach (ZH),Herrliberg,Küsnacht (ZH),Maur,Meilen,Zumikon",ZH
8132,"Egg,Greifensee,Maur,Meilen,Mönchaltorf,Oetwil am See,Uetikon am See",ZH
8133,"Egg,Gossau (ZH),Grüningen,Mönchaltorf,Oetwil am See",ZH
8134,"Adliswil,Kilchberg (ZH),Langnau am Albis,Rüschlikon,Stallikon,Zürich",ZH
8135,"Adliswil,Aeugst am Albis,Hausen am Albis,Horgen,Langnau am Albis,Oberrieden,Rüschlikon,Stallikon,Thalwil",ZH
8136,"Horgen,Langnau am Albis,Oberrieden,Rüschlikon,Thalwil",ZH
8142,"Birmensdorf (ZH),Stallikon,Uitikon,Urdorf,Zürich",ZH
8143,"Adliswil,Aeugst am Albis,Affoltern am Albis,Birmensdorf (ZH),Bonstetten,Hedingen,Langnau am Albis,Stallikon,Uitikon,Wettswil am Albis,Zürich",ZH
8152,"Kloten,Opfikon,Rümlang,Wallisellen,Zürich",ZH
8153,"Kloten,Niederhasli,Oberglatt,Opfikon,Regensdorf,Rümlang,Winkel,Zürich",ZH
